Table Number,Table Name,Code,Shortened Description
Table 7.01,Mental Disorders,300.81,SOMATIZATION DISORDER
Table 7.01,Mental Disorders,300.82,UNDIFF SOMATOFORM DISRDR
Table 7.01,Mental Disorders,300.89,SOMATOFORM DISORDERS NEC
Table 7.01,Mental Disorders,300.9,NONPSYCHOTIC DISORD NOS
Table 7.01,Mental Disorders,301.0,PARANOID PERSONALITY
Table 7.01,Mental Disorders,301.10,AFFECTIV PERSONALITY NOS
Table 7.01,Mental Disorders,301.11,CHRONIC HYPOMANIC PERSON
Table 7.01,Mental Disorders,301.12,CHR DEPRESSIVE PERSON
Table 7.01,Mental Disorders,301.13,CYCLOTHYMIC DISORDER
Table 7.01,Mental Disorders,301.20,SCHIZOID PERSONALITY NOS
Table 7.01,Mental Disorders,301.21,INTROVERTED PERSONALITY
Table 7.01,Mental Disorders,301.22,SCHIZOTYPAL PERSON DIS
Table 7.01,Mental Disorders,301.3,EXPLOSIVE PERSONALITY
Table 7.01,Mental Disorders,301.4,OBSESSIVE-COMPULSIVE DIS
Table 7.01,Mental Disorders,301.50,HISTRIONIC PERSON NOS
Table 7.01,Mental Disorders,301.51,CHR FACTITIOUS ILLNESS
Table 7.01,Mental Disorders,301.59,HISTRIONIC PERSON NEC
Table 7.01,Mental Disorders,301.6,DEPENDENT PERSONALITY
Table 7.01,Mental Disorders,301.7,ANTISOCIAL PERSONALITY
Table 7.01,Mental Disorders,301.81,NARCISSISTIC PERSONALITY
Table 7.01,Mental Disorders,301.82,AVOIDANT PERSONALITY DIS
Table 7.01,Mental Disorders,301.83,BORDERLINE PERSONALITY
Table 7.01,Mental Disorders,301.84,PASSIVE-AGGRESSIV PERSON
Table 7.01,Mental Disorders,301.89,PERSONALITY DISORDER NEC
Table 7.01,Mental Disorders,301.9,PERSONALITY DISORDER NOS
Table 7.01,Mental Disorders,302.0,EGO-DYSTONIC SEX ORIENT
Table 7.01,Mental Disorders,302.1,ZOOPHILIA
Table 7.01,Mental Disorders,302.2,PEDOPHILIA
Table 7.01,Mental Disorders,302.3,TRANSVESTIC FETISHISM
Table 7.01,Mental Disorders,302.4,EXHIBITIONISM
Table 7.01,Mental Disorders,302.50,TRANS-SEXUALISM NOS
Table 7.01,Mental Disorders,302.51,"TRANS-SEXUALISM, ASEXUAL"
Table 7.01,Mental Disorders,302.52,"TRANS-SEXUAL, HOMOSEXUAL"
Table 7.01,Mental Disorders,302.53,"TRANS-SEX, HETEROSEXUAL"
Table 7.01,Mental Disorders,302.6,GENDR IDENTITY DIS-CHILD
Table 7.01,Mental Disorders,302.70,PSYCHOSEXUAL DYSFUNC NOS
Table 7.01,Mental Disorders,302.71,HYPOACTIVE SEX DESIRE
Table 7.01,Mental Disorders,302.72,INHIBITED SEX EXCITEMENT
Table 7.01,Mental Disorders,302.73,FEMALE ORGASMIC DISORDER
Table 7.01,Mental Disorders,302.74,MALE ORGASMIC DISORDER
Table 7.01,Mental Disorders,302.75,PREMATURE EJACULATION
Table 7.01,Mental Disorders,302.76,"DYSPAREUNIA, PSYCHOGENIC"
Table 7.01,Mental Disorders,302.79,PSYCHOSEXUAL DYSFUNC NEC
Table 7.01,Mental Disorders,302.81,FETISHISM
Table 7.01,Mental Disorders,302.82,VOYEURISM
Table 7.01,Mental Disorders,302.83,SEXUAL MASOCHISM
Table 7.01,Mental Disorders,302.84,SEXUAL SADISM
Table 7.01,Mental Disorders,302.85,"GEND IDEN DIS, ADOL/ADULT"
Table 7.01,Mental Disorders,302.89,PSYCHOSEXUAL DIS NEC
Table 7.01,Mental Disorders,302.9,PSYCHOSEXUAL DIS NOS
Table 7.01,Mental Disorders,303.00,AC ALCOHOL INTOX-UNSPEC
Table 7.01,Mental Disorders,303.01,AC ALCOHOL INTOX-CONTIN
Table 7.01,Mental Disorders,303.02,AC ALCOHOL INTOX-EPISOD
Table 7.01,Mental Disorders,303.03,AC ALCOHOL INTOX-REMISS
Table 7.01,Mental Disorders,303.90,ALCOH DEP NEC/NOS-UNSPEC
Table 7.01,Mental Disorders,303.91,ALCOH DEP NEC/NOS-CONTIN
Table 7.01,Mental Disorders,303.92,ALCOH DEP NEC/NOS-EPISOD
Table 7.01,Mental Disorders,303.93,ALCOH DEP NEC/NOS-REMISS
Table 7.01,Mental Disorders,304.00,OPIOID DEPENDENCE-UNSPEC
Table 7.01,Mental Disorders,304.01,OPIOID DEPENDENCE-CONTIN
Table 7.01,Mental Disorders,304.02,OPIOID DEPENDENCE-EPISOD
Table 7.01,Mental Disorders,304.03,OPIOID DEPENDENCE-REMISS
Table 7.01,Mental Disorders,304.10,"SED,HYP,ANXIOLYT DEP-NOS"
Table 7.01,Mental Disorders,304.11,"SED,HYP,ANXIOLYT DEP-CON"
Table 7.01,Mental Disorders,304.12,"SED,HYP,ANXIOLYT DEP-EPI"
Table 7.01,Mental Disorders,304.13,"SED,HYP,ANXIOLYT DEP-REM"
Table 7.01,Mental Disorders,304.20,COCAINE DEPEND-UNSPEC
Table 7.01,Mental Disorders,304.21,COCAINE DEPEND-CONTIN
Table 7.01,Mental Disorders,304.22,COCAINE DEPEND-EPISODIC
Table 7.01,Mental Disorders,304.23,COCAINE DEPEND-REMISS
Table 7.01,Mental Disorders,304.30,CANNABIS DEPEND-UNSPEC
Table 7.01,Mental Disorders,304.31,CANNABIS DEPEND-CONTIN
Table 7.01,Mental Disorders,304.32,CANNABIS DEPEND-EPISODIC
Table 7.01,Mental Disorders,304.33,CANNABIS DEPEND-REMISS
Table 7.01,Mental Disorders,304.40,AMPHETAMIN DEPEND-UNSPEC
Table 7.01,Mental Disorders,304.41,AMPHETAMIN DEPEND-CONTIN
Table 7.01,Mental Disorders,304.42,AMPHETAMIN DEPEND-EPISOD
Table 7.01,Mental Disorders,304.43,AMPHETAMIN DEPEND-REMISS
Table 7.01,Mental Disorders,304.50,HALLUCINOGEN DEP-UNSPEC
Table 7.01,Mental Disorders,304.51,HALLUCINOGEN DEP-CONTIN
Table 7.01,Mental Disorders,304.52,HALLUCINOGEN DEP-EPISOD
Table 7.01,Mental Disorders,304.53,HALLUCINOGEN DEP-REMISS
Table 7.01,Mental Disorders,304.60,DRUG DEPEND NEC-UNSPEC
Table 7.01,Mental Disorders,304.61,DRUG DEPEND NEC-CONTIN
Table 7.01,Mental Disorders,304.62,DRUG DEPEND NEC-EPISODIC
Table 7.01,Mental Disorders,304.63,DRUG DEPEND NEC-IN REM
Table 7.01,Mental Disorders,304.70,OPIOID/OTHER DEP-UNSPEC
Table 7.01,Mental Disorders,304.71,OPIOID/OTHER DEP-CONTIN
Table 7.01,Mental Disorders,304.72,OPIOID/OTHER DEP-EPISOD
Table 7.01,Mental Disorders,304.73,OPIOID/OTHER DEP-REMISS
Table 7.01,Mental Disorders,304.80,COMB DRUG DEP NEC-UNSPEC
Table 7.01,Mental Disorders,304.81,COMB DRUG DEP NEC-CONTIN
Table 7.01,Mental Disorders,304.82,COMB DRUG DEP NEC-EPISOD
Table 7.01,Mental Disorders,304.83,COMB DRUG DEP NEC-REMISS
Table 7.01,Mental Disorders,304.90,DRUG DEPEND NOS-UNSPEC
Table 7.01,Mental Disorders,304.91,DRUG DEPEND NOS-CONTIN
Table 7.01,Mental Disorders,304.92,DRUG DEPEND NOS-EPISODIC
Table 7.01,Mental Disorders,304.93,DRUG DEPEND NOS-REMISS
Table 7.01,Mental Disorders,305.00,ALCOHOL ABUSE-UNSPEC
Table 7.01,Mental Disorders,305.01,ALCOHOL ABUSE-CONTINUOUS
Table 7.01,Mental Disorders,305.02,ALCOHOL ABUSE-EPISODIC
Table 7.01,Mental Disorders,305.03,ALCOHOL ABUSE-IN REMISS
Table 7.01,Mental Disorders,305.1,TOBACCO USE DISORDER
Table 7.01,Mental Disorders,305.20,CANNABIS ABUSE-UNSPEC
Table 7.01,Mental Disorders,305.21,CANNABIS ABUSE-CONTIN
Table 7.01,Mental Disorders,305.22,CANNABIS ABUSE-EPISODIC
Table 7.01,Mental Disorders,305.23,CANNABIS ABUSE-IN REMISS
Table 7.01,Mental Disorders,305.30,HALLUCINOG ABUSE-UNSPEC
Table 7.01,Mental Disorders,305.31,HALLUCINOG ABUSE-CONTIN
Table 7.01,Mental Disorders,305.32,HALLUCINOG ABUSE-EPISOD
Table 7.01,Mental Disorders,305.33,HALLUCINOG ABUSE-REMISS
Table 7.01,Mental Disorders,305.40,"SED,HYP,ANXIOLYTC AB-NOS"
Table 7.01,Mental Disorders,305.41,"SED,HYP,ANXIOLYTC AB-CON"
Table 7.01,Mental Disorders,305.42,"SED,HYP,ANXIOLYTC AB-EPI"
Table 7.01,Mental Disorders,305.43,"SED,HYP,ANXIOLYTC AB-REM"
Table 7.01,Mental Disorders,305.50,OPIOID ABUSE-UNSPEC
Table 7.01,Mental Disorders,305.51,OPIOID ABUSE-CONTINUOUS
Table 7.01,Mental Disorders,305.52,OPIOID ABUSE-EPISODIC
Table 7.01,Mental Disorders,305.53,OPIOID ABUSE-IN REMISS
Table 7.01,Mental Disorders,305.60,COCAINE ABUSE-UNSPEC
Table 7.01,Mental Disorders,305.61,COCAINE ABUSE-CONTINUOUS
Table 7.01,Mental Disorders,305.62,COCAINE ABUSE-EPISODIC
Table 7.01,Mental Disorders,305.63,COCAINE ABUSE-IN REMISS
Table 7.01,Mental Disorders,305.70,AMPHETAMINE ABUSE-UNSPEC
Table 7.01,Mental Disorders,305.71,AMPHETAMINE ABUSE-CONTIN
Table 7.01,Mental Disorders,305.72,AMPHETAMINE ABUSE-EPISOD
Table 7.01,Mental Disorders,305.73,AMPHETAMINE ABUSE-REMISS
Table 7.01,Mental Disorders,305.80,ANTIDEPRESS ABUSE-UNSPEC
Table 7.01,Mental Disorders,305.81,ANTIDEPRESS ABUSE-CONTIN
Table 7.01,Mental Disorders,305.82,ANTIDEPRESS ABUSE-EPISOD
Table 7.01,Mental Disorders,305.83,ANTIDEPRESS ABUSE-REMISS
Table 7.01,Mental Disorders,305.90,DRUG ABUSE NEC-UNSPEC
Table 7.01,Mental Disorders,305.91,DRUG ABUSE NEC-CONTIN
Table 7.01,Mental Disorders,305.92,DRUG ABUSE NEC-EPISODIC
Table 7.01,Mental Disorders,305.93,DRUG ABUSE NEC-IN REMISS
Table 7.01,Mental Disorders,306.0,PSYCHOGEN MUSCULSKEL DIS
Table 7.01,Mental Disorders,306.1,PSYCHOGENIC RESPIR DIS
Table 7.01,Mental Disorders,306.2,PSYCHOGEN CARDIOVASC DIS
Table 7.01,Mental Disorders,306.3,PSYCHOGENIC SKIN DISEASE
Table 7.01,Mental Disorders,306.4,PSYCHOGENIC GI DISEASE
Table 7.01,Mental Disorders,306.50,PSYCHOGENIC GU DIS NOS
Table 7.01,Mental Disorders,306.51,PSYCHOGENIC VAGINISMUS
Table 7.01,Mental Disorders,306.52,PSYCHOGENIC DYSMENORRHEA
Table 7.01,Mental Disorders,306.53,PSYCHOGENIC DYSURIA
Table 7.01,Mental Disorders,306.59,PSYCHOGENIC GU DIS NEC
Table 7.01,Mental Disorders,306.6,PSYCHOGEN ENDOCRINE DIS
Table 7.01,Mental Disorders,306.7,PSYCHOGENIC SENSORY DIS
Table 7.01,Mental Disorders,306.8,PSYCHOGENIC DISORDER NEC
Table 7.01,Mental Disorders,306.9,PSYCHOGENIC DISORDER NOS
Table 7.01,Mental Disorders,307.0,ADULT ONSET FLNCY DISORD
Table 7.01,Mental Disorders,307.1,ANOREXIA NERVOSA
Table 7.01,Mental Disorders,307.20,TIC DISORDER NOS
Table 7.01,Mental Disorders,307.21,TRANSIENT TIC DISORDER
Table 7.01,Mental Disorders,307.22,CHR MOTOR/VOCAL TIC DIS
Table 7.01,Mental Disorders,307.23,TOURETTE'S DISORDER
Table 7.01,Mental Disorders,307.3,STEREOTYPIC MOVEMENT DIS
Table 7.01,Mental Disorders,307.40,NONORGANIC SLEEP DIS NOS
Table 7.01,Mental Disorders,307.41,TRANSIENT INSOMNIA
Table 7.01,Mental Disorders,307.42,PERSISTENT INSOMNIA
Table 7.01,Mental Disorders,307.43,TRANSIENT HYPERSOMNIA
Table 7.01,Mental Disorders,307.44,PERSISTENT HYPERSOMNIA
Table 7.01,Mental Disorders,307.45,NONORGANIC CIRCADIAN RHY
Table 7.01,Mental Disorders,307.46,SLEEP AROUSAL DISORDER
Table 7.01,Mental Disorders,307.47,SLEEP STAGE DYSFUNC NEC
Table 7.01,Mental Disorders,307.48,REPETIT SLEEP INTRUSION
Table 7.01,Mental Disorders,307.49,NONORGANIC SLEEP DIS NEC
Table 7.01,Mental Disorders,307.50,EATING DISORDER NOS
Table 7.01,Mental Disorders,307.51,BULIMIA NERVOSA
Table 7.01,Mental Disorders,307.52,PICA
Table 7.01,Mental Disorders,307.53,RUMINATION DISORDER
Table 7.01,Mental Disorders,307.54,PSYCHOGENIC VOMITING
Table 7.01,Mental Disorders,307.59,EATING DISORDER NEC
Table 7.01,Mental Disorders,307.6,ENURESIS
Table 7.01,Mental Disorders,307.7,ENCOPRESIS
Table 7.01,Mental Disorders,307.80,PSYCHOGENIC PAIN NOS
Table 7.01,Mental Disorders,307.81,TENSION HEADACHE
Table 7.01,Mental Disorders,307.89,PSYCHOGENIC PAIN NEC
Table 7.01,Mental Disorders,307.9,SPECIAL SYMPTOM NEC/NOS
Table 7.01,Mental Disorders,308.0,"STRESS REACT, EMOTIONAL"
Table 7.01,Mental Disorders,308.1,"STRESS REACTION, FUGUE"
Table 7.01,Mental Disorders,308.2,"STRESS REACT, PSYCHOMOT"
Table 7.01,Mental Disorders,308.3,ACUTE STRESS REACT NEC
Table 7.01,Mental Disorders,308.4,"STRESS REACT, MIXED DIS"
Table 7.01,Mental Disorders,308.9,ACUTE STRESS REACT NOS
Table 7.01,Mental Disorders,309.0,ADJUSTMNT DIS W DEPRESSN
Table 7.01,Mental Disorders,309.1,PROLONG DEPRESSIVE REACT
Table 7.01,Mental Disorders,309.21,SEPARATION ANXIETY
Table 7.01,Mental Disorders,309.22,EMANCIPATION DISORDER
Table 7.01,Mental Disorders,309.23,ACADEMIC/WORK INHIBITION
Table 7.01,Mental Disorders,309.24,ADJUSTMENT DIS W ANXIETY
Table 7.01,Mental Disorders,309.28,ADJUST DIS W ANXIETY/DEP
Table 7.01,Mental Disorders,309.29,ADJ REACT-EMOTION NEC
Table 7.01,Mental Disorders,309.3,ADJUST DISOR/DIS CONDUCT
Table 7.01,Mental Disorders,309.4,ADJ DIS-EMOTION/CONDUCT
Table 7.01,Mental Disorders,309.81,POSTTRAUMATIC STRESS DIS
Table 7.01,Mental Disorders,309.82,ADJUST REACT-PHYS SYMPT
Table 7.01,Mental Disorders,309.83,ADJUST REACT-WITHDRAWAL
Table 7.01,Mental Disorders,309.89,ADJUSTMENT REACTION NEC
Table 7.01,Mental Disorders,309.9,ADJUSTMENT REACTION NOS
Table 7.01,Mental Disorders,310.0,FRONTAL LOBE SYNDROME
Table 7.01,Mental Disorders,310.1,PERSONALITY CHG OTH DIS
Table 7.01,Mental Disorders,310.2,POSTCONCUSSION SYNDROME
Table 7.01,Mental Disorders,310.81,PSEUDOBULBAR AFFECT
Table 7.01,Mental Disorders,310.89,NONPSYCH MNTL DISORD NEC
Table 7.01,Mental Disorders,310.9,NONPSYCHOT BRAIN SYN NOS
Table 7.01,Mental Disorders,311,DEPRESSIVE DISORDER NEC
Table 7.01,Mental Disorders,312.00,UNSOCIAL AGGRESS-UNSPEC
Table 7.01,Mental Disorders,312.01,UNSOCIAL AGGRESSION-MILD
Table 7.01,Mental Disorders,312.02,UNSOCIAL AGGRESSION-MOD
Table 7.01,Mental Disorders,312.03,UNSOCIAL AGGRESS-SEVERE
Table 7.01,Mental Disorders,312.10,UNSOCIAL UNAGGRESS-UNSP
Table 7.01,Mental Disorders,312.11,UNSOCIAL UNAGGRESS-MILD
Table 7.01,Mental Disorders,312.12,UNSOCIAL UNAGGRESS-MOD
Table 7.01,Mental Disorders,312.13,UNSOCIAL UNAGGR-SEVERE
Table 7.01,Mental Disorders,312.20,SOCIAL CONDUCT DIS-UNSP
Table 7.01,Mental Disorders,312.21,SOCIAL CONDUCT DIS-MILD
Table 7.01,Mental Disorders,312.22,SOCIAL CONDUCT DIS-MOD
Table 7.01,Mental Disorders,312.23,SOCIAL CONDUCT DIS-SEV
Table 7.01,Mental Disorders,312.30,IMPULSE CONTROL DIS NOS
Table 7.01,Mental Disorders,312.31,PATHOLOGICAL GAMBLING
Table 7.01,Mental Disorders,312.32,KLEPTOMANIA
Table 7.01,Mental Disorders,312.33,PYROMANIA
Table 7.01,Mental Disorders,312.34,INTERMITT EXPLOSIVE DIS
Table 7.01,Mental Disorders,312.35,ISOLATED EXPLOSIVE DIS
Table 7.01,Mental Disorders,312.39,IMPULSE CONTROL DIS NEC
Table 7.01,Mental Disorders,312.4,MIX DIS CONDUCT/EMOTION
Table 7.01,Mental Disorders,312.81,CNDCT DSRDR CHLDHD ONST
Table 7.01,Mental Disorders,312.82,CNDCT DSRDR ADLSCNT ONST
Table 7.01,Mental Disorders,312.89,OTHER CONDUCT DISORDER
Table 7.01,Mental Disorders,312.9,CONDUCT DISTURBANCE NOS
Table 7.01,Mental Disorders,313.0,OVERANXIOUS DISORDER
Table 7.01,Mental Disorders,313.1,MISERY & UNHAPPINESS DIS
Table 7.01,Mental Disorders,313.21,SHYNESS DISORDER-CHILD
Table 7.01,Mental Disorders,313.22,INTROVERTED DIS-CHILD
Table 7.01,Mental Disorders,313.23,SELECTIVE MUTISM
Table 7.01,Mental Disorders,313.3,RELATIONSHIP PROBLEMS
Table 7.01,Mental Disorders,313.81,OPPOSITION DEFIANT DISOR
Table 7.01,Mental Disorders,313.82,IDENTITY DISORDER
Table 7.01,Mental Disorders,313.83,ACADEMIC UNDERACHIEVMENT
Table 7.01,Mental Disorders,313.89,EMOTIONAL DIS CHILD NEC
Table 7.01,Mental Disorders,313.9,EMOTIONAL DIS CHILD NOS
Table 7.01,Mental Disorders,314.00,ATTN DEFIC NONHYPERACT
Table 7.01,Mental Disorders,314.01,ATTN DEFICIT W HYPERACT
Table 7.01,Mental Disorders,314.1,HYPERKINET W DEVEL DELAY
Table 7.01,Mental Disorders,314.2,HYPERKINETIC CONDUCT DIS
Table 7.01,Mental Disorders,314.8,OTHER HYPERKINETIC SYND
Table 7.01,Mental Disorders,314.9,HYPERKINETIC SYND NOS
Table 7.01,Mental Disorders,315.00,READING DISORDER NOS
Table 7.01,Mental Disorders,315.01,ALEXIA
Table 7.01,Mental Disorders,315.02,DEVELOPMENTAL DYSLEXIA
Table 7.01,Mental Disorders,315.09,READING DISORDER NEC
Table 7.01,Mental Disorders,315.1,MATHEMATICS DISORDER
Table 7.01,Mental Disorders,315.2,OTH LEARNING DIFFICULTY
Table 7.01,Mental Disorders,315.31,EXPRESSIVE LANGUAGE DIS
Table 7.01,Mental Disorders,315.32,RECP-EXPRES LANGUAGE DIS
Table 7.01,Mental Disorders,315.34,SPEECH DEL D/T HEAR LOSS
Table 7.01,Mental Disorders,315.35,CHLDHD ONSET FLNCY DISOR
Table 7.01,Mental Disorders,315.39,SPEECH/LANGUAGE DIS NEC
Table 7.01,Mental Disorders,315.4,DEVEL COORDINATION DIS
Table 7.01,Mental Disorders,315.5,MIXED DEVELOPMENT DIS
Table 7.01,Mental Disorders,315.8,DEVELOPMENT DELAYS NEC
Table 7.01,Mental Disorders,315.9,DEVELOPMENT DELAY NOS
Table 7.01,Mental Disorders,316,PSYCHIC FACTOR W OTH DIS
Table 7.01,Mental Disorders,317,MILD INTELLECT DISABILTY
Table 7.01,Mental Disorders,318.0,MOD INTELLECT DISABILITY
Table 7.01,Mental Disorders,318.1,SEV INTELLECT DISABILITY
Table 7.01,Mental Disorders,318.2,PROFND INTELLCT DISABLTY
Table 7.01,Mental Disorders,319,INTELLECT DISABILITY NOS
Table 7.02,Obstetrics,638.0,ATTEM ABORT W PELVIC INF
Table 7.02,Obstetrics,638.1,ATTEM ABORT W HEMORRHAGE
Table 7.02,Obstetrics,638.2,ATTEM ABORT W PELV DAMAG
Table 7.02,Obstetrics,638.3,ATTEM ABORT W RENAL FAIL
Table 7.02,Obstetrics,638.4,ATTEM ABOR W METABOL DIS
Table 7.02,Obstetrics,638.5,ATTEM ABORTION W SHOCK
Table 7.02,Obstetrics,638.7,ATTEMP ABORT W COMPL NEC
Table 7.02,Obstetrics,638.8,ATTEMP ABORT W COMPL NOS
Table 7.02,Obstetrics,638.9,ATTEMPTED ABORT UNCOMPL
Table 7.02,Obstetrics,640.00,THREATENED ABORT-UNSPEC
Table 7.02,Obstetrics,640.01,THREATENED ABORT-DELIVER
Table 7.02,Obstetrics,640.80,HEM EARLY PREG NEC-UNSP
Table 7.02,Obstetrics,640.81,HEM EARLY PREG NEC-DELIV
Table 7.02,Obstetrics,640.90,HEMORR EARLY PREG-UNSPEC
Table 7.02,Obstetrics,640.91,HEM EARLY PREG-DELIVERED
Table 7.02,Obstetrics,641.00,PLACENTA PREVIA-UNSPEC 
Table 7.02,Obstetrics,641.01,PLACENTA PREVIA-DELIVER
Table 7.02,Obstetrics,641.03,PLACENTA PREVIA-ANTEPART
Table 7.02,Obstetrics,641.10,PLACENTA PREV HEM-UNSPEC 
Table 7.02,Obstetrics,641.11,PLACENTA PREV HEM-DELIV
Table 7.02,Obstetrics,641.13,PLACEN PREV HEM-ANTEPART
Table 7.02,Obstetrics,641.20,PREM SEPAR PLACEN-UNSPEC
Table 7.02,Obstetrics,641.21,PREM SEPAR PLACEN-DELIV
Table 7.02,Obstetrics,641.23,PREM SEPAR PLAC-ANTEPART
Table 7.02,Obstetrics,641.30,COAG DEF HEMORR-UNSPEC
Table 7.02,Obstetrics,641.31,COAG DEF HEMORR-DELIVER
Table 7.02,Obstetrics,641.33,COAG DEF HEMORR-ANTEPART
Table 7.02,Obstetrics,641.80,ANTEPART HEM NEC-UNSPEC
Table 7.02,Obstetrics,641.81,ANTEPARTUM HEM NEC-DELIV
Table 7.02,Obstetrics,641.83,ANTEPART HEM NEC-ANTEPAR
Table 7.02,Obstetrics,641.90,ANTEPART HEM NOS-UNSPEC
Table 7.02,Obstetrics,641.91,ANTEPARTUM HEM NOS-DELIV
Table 7.02,Obstetrics,641.93,ANTEPART HEM NOS-ANTEPAR
Table 7.02,Obstetrics,642.00,ESSEN HYPERTEN PREG-UNSP
Table 7.02,Obstetrics,642.01,ESSEN HYPERTEN-DELIVERED
Table 7.02,Obstetrics,642.02,ESSEN HYPERTEN-DEL W P/P
Table 7.02,Obstetrics,642.03,ESSEN HYPERTEN-ANTEPART
Table 7.02,Obstetrics,642.04,ESSEN HYPERTEN-POSTPART
Table 7.02,Obstetrics,642.10,RENAL HYPERTEN PREG-UNSP
Table 7.02,Obstetrics,642.11,RENAL HYPERTEN PG-DELIV
Table 7.02,Obstetrics,642.12,RENAL HYPERTEN-DEL P/P
Table 7.02,Obstetrics,642.13,RENAL HYPERTEN-ANTEPART
Table 7.02,Obstetrics,642.14,RENAL HYPERTEN-POSTPART
Table 7.02,Obstetrics,642.20,OLD HYPERTEN PREG-UNSPEC
Table 7.02,Obstetrics,642.21,OLD HYPERTEN NEC-DELIVER
Table 7.02,Obstetrics,642.22,OLD HYPERTEN-DELIV W P/P
Table 7.02,Obstetrics,642.23,OLD HYPERTEN NEC-ANTEPAR
Table 7.02,Obstetrics,642.24,OLD HYPERTEN NEC-POSTPAR
Table 7.02,Obstetrics,642.30,TRANS HYPERTEN PREG-UNSP
Table 7.02,Obstetrics,642.31,TRANS HYPERTEN-DELIVERED
Table 7.02,Obstetrics,642.32,TRANS HYPERTEN-DEL W P/P
Table 7.02,Obstetrics,642.33,TRANS HYPERTEN-ANTEPART
Table 7.02,Obstetrics,642.34,TRANS HYPERTEN-POSTPART
Table 7.02,Obstetrics,642.40,MILD/NOS PREECLAMP-UNSP
Table 7.02,Obstetrics,642.41,MILD/NOS PREECLAMP-DELIV
Table 7.02,Obstetrics,642.42,MILD PREECLAMP-DEL W P/P
Table 7.02,Obstetrics,642.43,MILD/NOS PREECLAMP-ANTEP
Table 7.02,Obstetrics,642.44,MILD/NOS PREECLAMP-P/P
Table 7.02,Obstetrics,642.50,SEVERE PREECLAMP-UNSPEC
Table 7.02,Obstetrics,642.51,SEVERE PREECLAMP-DELIVER
Table 7.02,Obstetrics,642.52,SEV PREECLAMP-DEL W P/P
Table 7.02,Obstetrics,642.53,SEV PREECLAMP-ANTEPARTUM
Table 7.02,Obstetrics,642.54,SEV PREECLAMP-POSTPARTUM
Table 7.02,Obstetrics,642.60,ECLAMPSIA-UNSPECIFIED
Table 7.02,Obstetrics,642.61,ECLAMPSIA-DELIVERED
Table 7.02,Obstetrics,642.62,ECLAMPSIA-DELIV W P/P
Table 7.02,Obstetrics,642.63,ECLAMPSIA-ANTEPARTUM
Table 7.02,Obstetrics,642.64,ECLAMPSIA-POSTPARTUM
Table 7.02,Obstetrics,642.70,TOX W OLD HYPERTEN-UNSP
Table 7.02,Obstetrics,642.71,TOX W OLD HYPERTEN-DELIV
Table 7.02,Obstetrics,642.72,TOX W OLD HYP-DEL W P/P
Table 7.02,Obstetrics,642.73,TOX W OLD HYPER-ANTEPART
Table 7.02,Obstetrics,642.74,TOX W OLD HYPER-POSTPART
Table 7.02,Obstetrics,642.90,HYPERTEN PREG NOS-UNSPEC
Table 7.02,Obstetrics,642.91,TOX W OLD HYP-DEL W P/P
Table 7.02,Obstetrics,642.92,HYPERTENS NOS-DEL W P/P
Table 7.02,Obstetrics,642.93,HYPERTENS NOS-ANTEPARTUM
Table 7.02,Obstetrics,642.94,HYPERTENS NOS-POSTPARTUM
Table 7.02,Obstetrics,643.00,MILD HYPEREM GRAV-UNSPEC
Table 7.02,Obstetrics,643.01,MILD HYPEREM GRAV-DELIV
Table 7.02,Obstetrics,643.03,MILD HYPEREMESIS-ANTEPAR
Table 7.02,Obstetrics,643.10,HYPEREM W METAB DIS-UNSP
Table 7.02,Obstetrics,643.11,HYPEREM W METAB DIS-DEL
Table 7.02,Obstetrics,643.13,HYPEREM W METAB-ANTEPART
Table 7.02,Obstetrics,643.20,LATE VOMIT OF PREG-UNSP
Table 7.02,Obstetrics,643.21,LATE VOMIT OF PREG-DELIV
Table 7.02,Obstetrics,643.23,LATE VOMIT PREG-ANTEPART
Table 7.02,Obstetrics,643.80,VOMIT COMPL PREG-UNSPEC
Table 7.02,Obstetrics,643.81,VOMIT COMPL PREG-DELIVER
Table 7.02,Obstetrics,643.83,VOMIT COMPL PREG-ANTEPAR
Table 7.02,Obstetrics,643.90,VOMIT OF PREG NOS-UNSPEC
Table 7.02,Obstetrics,643.91,VOMIT OF PREG NOS-DELIV
Table 7.02,Obstetrics,643.93,VOMIT OF PG NOS-ANTEPART
Table 7.02,Obstetrics,644.00,THREAT PREM LABOR-UNSPE
Table 7.02,Obstetrics,644.03,THRT PREM LABOR-ANTEPART
Table 7.02,Obstetrics,644.10,THREAT LABOR NEC-UNSPEC
Table 7.02,Obstetrics,644.13,THREAT LABOR NEC-ANTEPAR
Table 7.02,Obstetrics,644.20,EARLY ONSET DELIV-UNSPEC
Table 7.02,Obstetrics,644.21,EARLY ONSET DELIVERY-DEL
Table 7.02,Obstetrics,645.10,POST TERM PREG-UNSP
Table 7.02,Obstetrics,645.11,POST TERM PREG-DEL
Table 7.02,Obstetrics,645.13,POST TERM PREG-ANTEPAR
Table 7.02,Obstetrics,645.20,PROLONGED PREG-UNSP
Table 7.02,Obstetrics,645.21,PROLONGED PREG-DEL
Table 7.02,Obstetrics,645.23,PROLONGED PREG-ANTEPAR
Table 7.02,Obstetrics,646.00,PAPYRACEOUS FETUS-UNSPEC
Table 7.02,Obstetrics,646.01,PAPYRACEOUS FETUS-DELIV
